level_1,level_2,level_3,level_4,level_5,radius_mm
deformable,record_330_fat_empty_5,sample_0010,,,35.2
deformable,record_330_fat_empty_5,sample_0011,,,32.7
deformable,record_330_fat_empty_5,sample_0012,,,34.5
deformable,record_330_fat_empty_5,sample_0013,,,33.5
deformable,record_330_fat_empty_5,sample_0014,,,34.6
deformable,record_330_fat_empty_5,sample_0015,,,30.8
deformable,record_330_fat_empty_5,sample_0016,,,35.3
deformable,record_330_fat_empty_5,sample_0017,,,31.2
deformable,record_330_fat_empty_5,sample_0018,,,31.8
deformable,record_330_fat_empty_5,sample_0019,,,31.0
deformable,record_330_fat_empty_5,sample_0020,,,34.7
deformable,record_330_fat_empty_5,sample_0021,,,33.2
deformable,record_330_fat_empty_5,sample_0022,,,33.1
deformable,record_330_fat_empty_5,sample_0023,,,33.8
deformable,record_330_fat_empty_5,sample_0024,,,34.7
deformable,record_330_fat_empty_5,sample_0025,,,31.1
deformable,record_330_fat_empty_5,sample_0026,,,34.7
deformable,record_330_fat_empty_5,sample_0027,,,33.0
deformable,record_330_fat_empty_6,sample_0000,,,31.3
deformable,record_330_fat_empty_6,sample_0001,,,31.3
deformable,record_330_fat_empty_6,sample_0002,,,32.3
deformable,record_330_fat_empty_6,sample_0003,,,35.0
deformable,record_330_fat_empty_6,sample_0004,,,35.0
deformable,record_330_fat_empty_6,sample_0005,,,31.3
deformable,record_330_fat_empty_6,sample_0006,,,35.0
deformable,record_330_fat_empty_6,sample_0007,,,32.3
deformable,record_330_fat_empty_6,sample_0008,,,35.0
deformable,record_330_fat_empty_6,sample_0009,,,32.3
deformable,record_330_fat_empty_6,sample_0010,,,32.3
deformable,record_330_fat_empty_6,sample_0011,,,35.0
deformable,record_330_fat_empty_6,sample_0012,,,35.0
deformable,record_330_fat_empty_6,sample_0013,,,35.0
deformable,record_330_fat_empty_7,sample_0000,,,25.0
deformable,record_330_fat_empty_7,sample_0001,,,22.4
deformable,record_330_fat_empty_7,sample_0002,,,28.2
deformable,record_330_fat_empty_7,sample_0003,,,24.5
deformable,record_330_fat_empty_7,sample_0004,,,22.7
deformable,record_330_fat_empty_7,sample_0005,,,23.5
deformable,record_330_fat_empty_7,sample_0006,,,25.2
deformable,record_330_fat_empty_7,sample_0007,,,26.5
deformable,record_330_fat_empty_7,sample_0008,,,27.2
deformable,record_330_fat_empty_7,sample_0009,,,29.5
deformable,record_330_fat_empty_7,sample_0010,,,22.6
deformable,record_330_fat_empty_7,sample_0011,,,22.5
deformable,record_330_fat_empty_7,sample_0012,,,25.8
deformable,record_330_fat_empty_7,sample_0013,,,25.1
deformable,record_330_fat_empty_7,sample_0014,,,28.5
deformable,record_330_fat_empty_7,sample_0015,,,26.2
deformable,record_330_fat_empty_7,sample_0016,,,22.7
deformable,record_330_fat_empty_7,sample_0017,,,22.9
deformable,record_330_fat_empty_7,sample_0018,,,26.8
deformable,record_330_fat_empty_7,sample_0019,,,25.2
deformable,record_330_fat_empty_7,sample_0020,,,23.8
deformable,record_330_fat_empty_7,sample_0021,,,27.9
deformable,record_330_fat_empty_7,sample_0022,,,27.6
deformable,record_330_fat_empty_7,sample_0023,,,24.0
deformable,record_330_fat_empty_7,sample_0024,,,21.5
deformable,record_330_fat_empty_8,sample_0000,,,23.5
deformable,record_330_fat_empty_8,sample_0001,,,23.6
deformable,record_330_fat_empty_8,sample_0002,,,25.9
deformable,record_330_fat_empty_8,sample_0003,,,24.2
deformable,record_330_fat_empty_8,sample_0004,,,24.1
deformable,record_330_fat_empty_8,sample_0005,,,28.2
deformable,record_330_fat_empty_8,sample_0006,,,25.4
deformable,record_330_fat_empty_8,sample_0007,,,24.7
deformable,record_330_fat_empty_8,sample_0008,,,26.5
deformable,record_330_fat_empty_8,sample_0009,,,24.8
deformable,record_330_fat_empty_8,sample_0010,,,25.2
deformable,record_330_fat_empty_8,sample_0011,,,28.2
deformable,record_330_fat_empty_8,sample_0012,,,24.7
deformable,record_330_fat_empty_8,sample_0013,,,27.4
deformable,record_330_fat_empty_8,sample_0014,,,25.3
deformable,record_330_fat_empty_8,sample_0015,,,23.1
deformable,record_330_fat_empty_8,sample_0016,,,25.2
deformable,record_330_fat_empty_8,sample_0017,,,28.1
deformable,record_330_fat_empty_8,sample_0018,,,27.2
deformable,record_330_fat_empty_8,sample_0019,,,26.1
deformable,record_330_fat_empty_8,sample_0020,,,22.9
deformable,record_330_fat_empty_8,sample_0021,,,24.7
deformable,record_330_fat_empty_8,sample_0022,,,24.8
deformable,record_330_fat_empty_8,sample_0023,,,24.9
deformable,record_330_fat_empty_8,sample_0024,,,26.8
deformable,record_330_fat_empty_8,sample_0025,,,22.9
deformable,record_330_fat_empty_8,sample_0026,,,27.0
deformable,record_330_fat_empty_8,sample_0027,,,23.9
deformable,record_330_fat_empty_9,sample_0000,,,25.5
deformable,record_330_fat_empty_9,sample_0001,,,22.9
deformable,record_330_fat_empty_9,sample_0002,,,25.6
deformable,record_330_fat_empty_9,sample_0003,,,24.4
deformable,record_330_fat_empty_9,sample_0004,,,24.1
deformable,record_330_fat_empty_9,sample_0005,,,25.3
deformable,record_330_fat_empty_9,sample_0006,,,24.2
deformable,record_330_fat_empty_9,sample_0007,,,26.8
deformable,record_330_fat_empty_9,sample_0008,,,23.3
deformable,record_330_fat_empty_9,sample_0009,,,24.7
deformable,record_330_fat_empty_9,sample_0010,,,23.1
deformable,record_330_fat_empty_9,sample_0011,,,26.5
deformable,record_330_fat_empty_9,sample_0012,,,23.9
deformable,record_330_fat_empty_9,sample_0013,,,23.3
deformable,record_330_fat_empty_9,sample_0014,,,23.0
deformable,record_330_fat_empty_9,sample_0015,,,20.5
deformable,record_330_fat_empty_9,sample_0016,,,21.4
deformable,record_330_fat_empty_9,sample_0017,,,24.3
deformable,record_330_fat_empty_9,sample_0018,,,23.0
deformable,record_330_fat_empty_9,sample_0019,,,23.0
deformable,record_330_fat_empty_9,sample_0020,,,24.3
deformable,record_330_fat_empty_9,sample_0021,,,24.1
deformable,record_330_fat_empty_9,sample_0022,,,23.8
deformable,record_330_fat_empty_9,sample_0023,,,21.9
deformable,record_330_fat_empty_9,sample_0024,,,24.2
deformable,record_330_fat_empty_9,sample_0025,,,25.4
deformable,record_330_fat_empty_9,sample_0026,,,24.7
deformable,record_330_fat_empty_9,sample_0027,,,24.6
deformable,record_330_slim_empty_1,sample_0000,,,70.8
deformable,record_330_slim_empty_1,sample_0001,,,70.3
deformable,record_330_slim_empty_1,sample_0002,,,70.7
deformable,record_330_slim_empty_1,sample_0003,,,70.7
deformable,record_330_slim_empty_1,sample_0004,,,70.5
deformable,record_330_slim_empty_1,sample_0005,,,70.5
deformable,record_330_slim_empty_1,sample_0006,,,70.5
deformable,record_330_slim_empty_1,sample_0007,,,70.5
deformable,record_330_slim_empty_1,sample_0008,,,70.5
deformable,record_330_slim_empty_1,sample_0009,,,70.5
deformable,record_330_slim_empty_1,sample_0010,,,70.5
deformable,record_330_slim_empty_1,sample_0011,,,70.2
deformable,record_330_slim_empty_1,sample_0012,,,70.2
deformable,record_330_slim_empty_1,sample_0013,,,70.6
deformable,record_330_slim_empty_1,sample_0014,,,70.6
deformable,record_330_slim_empty_1,sample_0015,,,71.2
deformable,record_330_slim_empty_1,sample_0016,,,70.6
deformable,record_330_slim_empty_1,sample_0017,,,70.5
deformable,record_330_slim_empty_1,sample_0018,,,70.5
deformable,record_330_slim_empty_1,sample_0019,,,70.5
deformable,record_330_slim_empty_1,sample_0020,,,71.2
deformable,record_330_slim_empty_1,sample_0021,,,70.3
deformable,record_330_slim_empty_1,sample_0022,,,70.3
deformable,record_330_slim_empty_1,sample_0023,,,70.3
deformable,record_330_slim_empty_1,sample_0024,,,70.4
deformable,record_330_slim_empty_1,sample_0025,,,70.8
deformable,record_330_slim_empty_2,sample_0000,,,69.2
deformable,record_330_slim_empty_2,sample_0001,,,69.2
deformable,record_330_slim_empty_2,sample_0002,,,66.3
deformable,record_330_slim_empty_2,sample_0003,,,66.3
deformable,record_330_slim_empty_2,sample_0004,,,66.3
deformable,record_330_slim_empty_2,sample_0005,,,66.3
deformable,record_330_slim_empty_2,sample_0006,,,70.4
deformable,record_330_slim_empty_2,sample_0007,,,69.7
deformable,record_330_slim_empty_2,sample_0008,,,69.9
deformable,record_330_slim_empty_2,sample_0009,,,69.9
deformable,record_330_slim_empty_2,sample_0010,,,69.9
deformable,record_330_slim_empty_2,sample_0011,,,71.0
deformable,record_330_slim_empty_2,sample_0012,,,71.2
deformable,record_330_slim_empty_2,sample_0013,,,69.2
deformable,record_330_slim_empty_2,sample_0014,,,71.0
deformable,record_330_slim_empty_2,sample_0015,,,70.4
deformable,record_330_slim_empty_2,sample_0016,,,71.2
deformable,record_330_slim_empty_2,sample_0017,,,71.3
deformable,record_330_slim_empty_2,sample_0018,,,71.3
deformable,record_330_slim_empty_2,sample_0019,,,71.3
deformable,record_330_slim_empty_2,sample_0020,,,70.1
deformable,record_330_slim_empty_2,sample_0021,,,71.3
deformable,record_330_slim_empty_2,sample_0022,,,71.7
deformable,record_330_slim_empty_2,sample_0023,,,71.3
deformable,record_330_slim_empty_2,sample_0024,,,71.3
deformable,record_330_slim_empty_2,sample_0025,,,70.1
deformable,record_330_slim_empty_2,sample_0026,,,71.3
deformable,record_330_slim_empty_2,sample_0027,,,71.1
deformable,record_330_slim_empty_2,sample_0028,,,71.1
deformable,record_330_slim_empty_2,sample_0029,,,70.6
deformable,record_330_slim_empty_2,sample_0030,,,70.6
deformable,record_330_slim_empty_3,sample_0000,,,21.0
deformable,record_330_slim_empty_3,sample_0001,,,21.0
deformable,record_330_slim_empty_3,sample_0002,,,19.9
deformable,record_330_slim_empty_3,sample_0003,,,20.7
deformable,record_330_slim_empty_3,sample_0004,,,20.0
deformable,record_330_slim_empty_3,sample_0005,,,20.1
deformable,record_330_slim_empty_3,sample_0006,,,20.1
deformable,record_330_slim_empty_3,sample_0007,,,20.7
deformable,record_330_slim_empty_3,sample_0008,,,20.7
deformable,record_330_slim_empty_3,sample_0009,,,20.4
deformable,record_330_slim_empty_3,sample_0010,,,21.1
deformable,record_330_slim_empty_3,sample_0011,,,20.7
deformable,record_330_slim_empty_3,sample_0012,,,21.0
deformable,record_330_slim_empty_3,sample_0013,,,20.2
deformable,record_330_slim_empty_3,sample_0014,,,20.7
deformable,record_330_slim_empty_3,sample_0015,,,20.2
deformable,record_330_slim_empty_3,sample_0016,,,20.7
deformable,record_330_slim_empty_3,sample_0017,,,20.7
deformable,record_330_slim_empty_3,sample_0018,,,20.6
deformable,record_330_slim_empty_3,sample_0019,,,20.6
deformable,record_330_slim_empty_3,sample_0020,,,20.6
deformable,record_330_slim_empty_3,sample_0021,,,20.6
deformable,record_330_slim_empty_3,sample_0022,,,20.8
deformable,record_330_slim_empty_3,sample_0023,,,20.8
deformable,record_330_slim_empty_4,sample_0000,,,20.3
deformable,record_330_slim_empty_4,sample_0001,,,20.3
deformable,record_330_slim_empty_4,sample_0002,,,20.4
deformable,record_330_slim_empty_4,sample_0003,,,19.6
deformable,record_330_slim_empty_4,sample_0004,,,20.7
deformable,record_330_slim_empty_4,sample_0005,,,20.8
deformable,record_330_slim_empty_4,sample_0006,,,20.7
deformable,record_330_slim_empty_4,sample_0007,,,20.3
deformable,record_330_slim_empty_4,sample_0008,,,19.9
deformable,record_330_slim_empty_4,sample_0009,,,20.6
deformable,record_330_slim_empty_4,sample_0010,,,20.1
deformable,record_330_slim_empty_4,sample_0011,,,19.7
deformable,record_330_slim_empty_4,sample_0012,,,20.0
deformable,record_330_slim_empty_4,sample_0013,,,20.4
deformable,record_330_slim_empty_4,sample_0014,,,30.6
deformable,record_330_slim_empty_4,sample_0015,,,19.9
deformable,record_330_slim_empty_4,sample_0016,,,30.2
deformable,record_330_slim_empty_4,sample_0017,,,19.7
deformable,record_330_slim_empty_4,sample_0018,,,19.8
deformable,record_330_slim_empty_4,sample_0019,,,19.6
deformable,record_330_slim_empty_4,sample_0020,,,20.0
deformable,record_330_slim_empty_4,sample_0021,,,31.0
deformable,record_330_slim_empty_4,sample_0022,,,20.0
deformable,record_330_slim_empty_4,sample_0023,,,20.1
deformable,record_330_slim_empty_4,sample_0024,,,19.9
deformable,record_330_slim_empty_5,sample_0000,,,21.5
deformable,record_330_slim_empty_5,sample_0001,,,21.3
deformable,record_330_slim_empty_5,sample_0002,,,21.3
deformable,record_330_slim_empty_5,sample_0003,,,21.2
deformable,record_330_slim_empty_5,sample_0004,,,21.3
deformable,record_330_slim_empty_5,sample_0005,,,21.3
deformable,record_330_slim_empty_5,sample_0006,,,20.9
deformable,record_330_slim_empty_5,sample_0007,,,21.4
deformable,record_330_slim_empty_5,sample_0008,,,21.4
deformable,record_330_slim_empty_5,sample_0009,,,21.3
deformable,record_330_slim_empty_5,sample_0010,,,21.3
deformable,record_330_slim_empty_5,sample_0011,,,20.9
deformable,record_330_slim_empty_5,sample_0012,,,20.9
deformable,record_330_slim_empty_5,sample_0013,,,21.4
deformable,record_330_slim_empty_5,sample_0014,,,21.3
deformable,record_330_slim_empty_5,sample_0015,,,21.3
deformable,record_330_slim_empty_5,sample_0016,,,21.1
deformable,record_330_slim_empty_5,sample_0017,,,21.1
deformable,record_330_slim_empty_5,sample_0018,,,21.4
deformable,record_330_slim_empty_5,sample_0019,,,21.1
deformable,record_330_slim_empty_5,sample_0020,,,20.9
deformable,record_330_slim_empty_5,sample_0021,,,21.0
deformable,record_330_slim_empty_5,sample_0022,,,21.0
deformable,record_330_slim_empty_5,sample_0023,,,21.0
deformable,record_330_slim_empty_5,sample_0024,,,21.5
deformable,record_330_slim_empty_5,sample_0025,,,20.9
deformable,record_330_slim_empty_5,sample_0026,,,21.5
deformable,record_330_slim_empty_5,sample_0027,,,21.0
deformable,record_330_slim_empty_5,sample_0028,,,21.0
deformable,record_330_slim_empty_5,sample_0029,,,21.0
deformable,record_330_slim_empty_5,sample_0030,,,21.5
deformable,record_330_slim_empty_5,sample_0031,,,20.9
deformable,record_330_slim_empty_6,sample_0000,,,21.2
deformable,record_330_slim_empty_6,sample_0001,,,21.3
deformable,record_330_slim_empty_6,sample_0002,,,20.6
deformable,record_330_slim_empty_6,sample_0003,,,20.9
deformable,record_330_slim_empty_6,sample_0004,,,21.1
deformable,record_330_slim_empty_6,sample_0005,,,21.3
deformable,record_330_slim_empty_6,sample_0006,,,21.3
deformable,record_330_slim_empty_6,sample_0007,,,21.2
deformable,record_330_slim_empty_6,sample_0008,,,21.3
deformable,record_330_slim_empty_6,sample_0009,,,21.2
deformable,record_330_slim_empty_6,sample_0010,,,21.2
deformable,record_330_slim_empty_6,sample_0011,,,21.3
deformable,record_330_slim_empty_6,sample_0012,,,21.3
deformable,record_330_slim_empty_6,sample_0013,,,21.3
deformable,record_330_slim_empty_6,sample_0014,,,21.3
deformable,record_330_slim_empty_6,sample_0015,,,21.3
deformable,record_330_slim_empty_6,sample_0016,,,21.3
deformable,record_330_slim_empty_6,sample_0017,,,21.3
deformable,record_330_slim_empty_6,sample_0018,,,21.3
deformable,record_330_slim_empty_6,sample_0019,,,21.3
deformable,record_330_slim_empty_6,sample_0020,,,22.1
deformable,record_330_slim_empty_6,sample_0021,,,20.9
deformable,record_330_slim_empty_6,sample_0022,,,20.9
deformable,record_330_slim_empty_6,sample_0023,,,20.9
deformable,record_330_slim_empty_6,sample_0024,,,20.9
deformable,record_330_slim_empty_6,sample_0025,,,20.8
deformable,record_330_slim_empty_6,sample_0026,,,20.9
deformable,record_330_slim_empty_6,sample_0027,,,20.9
deformable,record_330_slim_empty_7,sample_0000,,,21.5
deformable,record_330_slim_empty_7,sample_0001,,,21.5
deformable,record_330_slim_empty_7,sample_0002,,,21.5
deformable,record_330_slim_empty_7,sample_0003,,,21.5
deformable,record_330_slim_empty_7,sample_0004,,,20.8
deformable,record_330_slim_empty_7,sample_0005,,,20.9
deformable,record_330_slim_empty_7,sample_0006,,,21.5
deformable,record_330_slim_empty_7,sample_0007,,,21.5
deformable,record_330_slim_empty_7,sample_0008,,,21.0
deformable,record_330_slim_empty_7,sample_0009,,,21.0
deformable,record_330_slim_empty_7,sample_0010,,,21.2
deformable,record_330_slim_empty_7,sample_0011,,,21.5
deformable,record_330_slim_empty_7,sample_0012,,,21.2
deformable,record_330_slim_empty_7,sample_0013,,,21.5
deformable,record_330_slim_empty_7,sample_0014,,,20.8
deformable,record_330_slim_empty_7,sample_0015,,,21.5
deformable,record_330_slim_empty_7,sample_0016,,,21.2
deformable,record_330_slim_empty_7,sample_0017,,,20.5
deformable,record_330_slim_empty_7,sample_0018,,,21.2
deformable,record_330_slim_empty_7,sample_0019,,,21.4
deformable,record_330_slim_empty_7,sample_0020,,,21.4
deformable,record_330_slim_empty_7,sample_0021,,,21.4
deformable,record_330_slim_empty_7,sample_0022,,,21.4
deformable,record_330_slim_empty_7,sample_0023,,,20.5
deformable,record_330_slim_empty_7,sample_0024,,,20.7
deformable,record_330_slim_empty_7,sample_0025,,,21.2
deformable,record_330_slim_empty_7,sample_0026,,,21.2
deformable,record_330_slim_empty_8,sample_0000,,,21.2
deformable,record_330_slim_empty_8,sample_0001,,,21.2
deformable,record_330_slim_empty_8,sample_0002,,,21.2
deformable,record_330_slim_empty_8,sample_0003,,,20.5
deformable,record_330_slim_empty_8,sample_0004,,,21.2
deformable,record_330_slim_empty_8,sample_0005,,,21.2
deformable,record_330_slim_empty_8,sample_0006,,,21.2
deformable,record_330_slim_empty_8,sample_0007,,,21.4
deformable,record_330_slim_empty_8,sample_0008,,,20.8
deformable,record_330_slim_empty_8,sample_0009,,,21.4
deformable,record_330_slim_empty_8,sample_0010,,,20.7
deformable,record_330_slim_empty_8,sample_0011,,,20.8
deformable,record_330_slim_empty_8,sample_0012,,,21.2
deformable,record_330_slim_empty_8,sample_0013,,,20.8
deformable,record_330_slim_empty_8,sample_0014,,,21.2
deformable,record_330_slim_empty_8,sample_0015,,,20.8
deformable,record_330_slim_empty_8,sample_0016,,,21.2
deformable,record_330_slim_empty_8,sample_0017,,,20.3
